id,name_cn,name_en,landmark_catalog_name,description_cn,description_en,map_name,x,y,landmark_catalog_id,landmark_catalog_uniform_id,map_id
821615,碧藕×2,Translation Pending,Medicinal Ingredient,<p>[获得方式]:池塘里采集</p>,Translation Pending,Black Wind Mountain,-0.9871715188600945,0.8010905112465991,3277,15,48
821620,葛蕈,Translation Pending,Medicinal Ingredient,<p>[获得方式]:采集</p>,Translation Pending,Black Wind Mountain,-0.6193160296436133,0.7723278595925365,3277,15,48
821622,紫芝,Translation Pending,Medicinal Ingredient,<p>[获得方式]:</p>,Translation Pending,Black Wind Mountain,-0.420511926672134,0.6488030881154003,3277,15,48
821623,老山参,Translation Pending,Medicinal Ingredient,<p>在路中间柱子下</p>,Translation Pending,Black Wind Mountain,-1.2994206707325588,0.5969833067246526,3277,15,48
821630,龙胆×2,Translation Pending,Medicinal Ingredient,<p>[获得方式]:采集</p>,Translation Pending,Black Wind Mountain,-0.9642812472714013,0.6301672398643205,3277,15,48
821679,老山参,Translation Pending,Medicinal Ingredient,"<p><span style=""font-family: var(--van-base-font);"">[获得方式]:</span><br></p>",Translation Pending,Black Wind Mountain,-0.3731002142808677,0.6356967417464716,3277,15,48
821680,葛蕈×2,Translation Pending,Medicinal Ingredient,<p>[获得方式]:采集</p>,Translation Pending,Black Wind Mountain,-0.7505582079585622,1.1160798918252226,3277,15,48
821713,千年人参,Translation Pending,Medicinal Ingredient,<p>[获得方式]:地上有个人参，拿起来有个人参怪，打完会掉千年人参</p>,Translation Pending,Black Wind Mountain,-1.107619431746798,0.6575040979623594,3277,15,48
821714,龙胆×2,Translation Pending,Medicinal Ingredient,<p>[获得方式]:河流拐角处的一棵松树旁</p>,Translation Pending,Black Wind Mountain,-1.2154126313724873,0.444539777079342,3277,15,48
821617,玲珑内丹,Translation Pending,Rare Ingredient,灵虚子掉落,Translation Pending,Black Wind Mountain,-0.9619108035786894,0.6526982773439158,3306,16,48
821662,玉垂牙,Translation Pending,Rare Ingredient,白衣秀士掉落，兵器升级专用材料,Translation Pending,Black Wind Mountain,-0.5251761209944164,0.7501071063042417,3306,16,48
821616,小活师(概率),Translation Pending,Rare Ingredient,蛤蟆怪【波里个浪】掉落,Translation Pending,Black Wind Mountain,-1.0566737558160355,1.0904341972626383,3306,16,48
821483,玲珑内丹(蛇巡司概率掉落),Translation Pending,Rare Ingredient,打蛇巡司（非骷髅蛇怪）概率获得,Translation Pending,Black Wind Mountain,-0.9445329074697213,1.07319042897376,3306,16,48
821619,铁中血(概率),Translation Pending,Rare Ingredient,击杀广谋后掉落，概率掉落,Translation Pending,Black Wind Mountain,-0.5878576254184225,1.0550050621629623,3306,16,48
821618,铁中血/棉纱(概率),Translation Pending,Rare Ingredient,此地鸦香客概率掉落一个,Translation Pending,Black Wind Mountain,-0.8642712034789497,0.9536774093228928,3306,16,48
821462,关卡起始点,Translation Pending,Tips and Tricks,故事从这里开始...,Translation Pending,Black Wind Mountain,-1.1365643157734269,0.347493531966947,3283,17,48
821588,弓箭手注意,Translation Pending,Tips and Tricks,<p>多个弓箭手，注意躲避，新获得的技能可以完美适用。</p><div>ps:有的一个打不到的，用立棍法蓄力也可以打到</div><div>没学立棍的，先打其他小怪留两格棍势，用劈棍变招也能打到。</div><div>同时从右边山石上可以跳上小怪所在的平台，不过比较难跳，要先向右再向左边最高的石头上跳。</div>,Translation Pending,Black Wind Mountain,-0.29852095731868644,0.553533504512103,3283,17,48
821959,"一大群怪,刷级好去处",Translation Pending,Tips and Tricks,"一大群怪,刷级好去处<div>打不过BOSS的时候可以在这里刷级，蛇巡司还有低概率掉【玲珑内丹】，中期遇到戊狗后可以炼仙丹加属性</div>",Translation Pending,Black Wind Mountain,-0.7143791936331638,1.0514709670241587,3283,17,48
821682,APP端右上角可切换其他章地图,Translation Pending,Tips and Tricks,其他章节地图正在持续制作中，敬请期待！,Translation Pending,Black Wind Mountain,-0.7775990726147768,0.48985727020604486,3283,17,48
821468,赤髯龙隐藏门,Translation Pending,Secret Location,<p>在第二回-黑风站获取龙鳞后，回到此处与瀑布互动</p>,Translation Pending,Black Wind Mountain,-1.1226407858039238,0.6676467991426591,3284,18,48
821476,隐藏关·旧观音禅院,Translation Pending,Secret Location,需要敲响第一回三个大钟后传送，获得对黑熊精的法宝,Translation Pending,Black Wind Mountain,-0.8962752361563275,0.5945403460790715,3284,18,48
821467,第一口大钟,Translation Pending,Secret Location,共三口钟，全部敲响后可进入隐藏地区“旧观音禅院”,Translation Pending,Black Wind Mountain,-1.0729337443318343,0.749058106189409,3284,18,48
821490,第三口大钟,Translation Pending,Secret Location,共三口钟，全部敲响后可进入隐藏地区“旧观音禅院”,Translation Pending,Black Wind Mountain,-0.4074129468333467,0.733414214395907,3284,18,48
821485,第二口大钟,Translation Pending,Secret Location,共三口钟，全部敲响后可进入隐藏地区“旧观音禅院”,Translation Pending,Black Wind Mountain,-0.5291115538180406,1.0684879780219632,3284,18,48
821511,沙门村-不济谷,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.8489814892195113,0.9310137019917732,3286,0,49
821516,卧虎寺-寺门,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.48540802599720223,0.9133885095156842,3286,0,49
821521,黄风阵：定风桥,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.26573334067569476,1.0134981781222194,3286,0,49
821527,黄风阵：定风庄,Translation Pending,Shrine,位置：在出了庄园，爬上山后遇到的第一个桥前面<div>一条小路上山</div>,Translation Pending,Yellow Wind Sage,-0.23107574921004925,0.8254749424856982,3286,0,49
821528,挟魂崖：枕石坪,Translation Pending,Shrine,在大石头后面,Translation Pending,Yellow Wind Sage,-0.14800631838221534,0.7549393571098477,3286,0,49
821529,挟魂崖：碎石台,Translation Pending,Shrine,<p>地图画反了，下来往左看是碎石台<br></p>,Translation Pending,Yellow Wind Sage,-0.26658766004860013,0.7914995313246038,3286,0,49
821530,挟魂崖-藏风山凹,Translation Pending,Shrine,<p>[位置描述]<br></p><p>前面有个佛头，注意收集佛目珠</p>,Translation Pending,Yellow Wind Sage,-0.4301057208561758,0.6776285395620505,3286,0,49
821540,卧虎寺-地窖,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.3389866463507758,0.89943623273561,3286,0,49
821582,沙门村-村口,Translation Pending,Shrine,<p>解锁新披挂套装-乌金 解锁武器升级路线</p>,Translation Pending,Yellow Wind Sage,-1.0408670579194848,0.5732552491620879,3286,0,49
821609,黄风阵：镇风门,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p>,Translation Pending,Yellow Wind Sage,-0.4160137414234555,0.8203394330564606,3286,0,49
821667,隐·斯哈哩国-沙门关,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p>,Translation Pending,Yellow Wind Sage,-0.16059088843823588,0.8366969547872145,3286,0,49
821686,沙门村-井底,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p><p>解锁步骤：</p><p>1.击败虎伥，获得旧拨浪鼓。</p><p>2.坐定风庄土地庙，往后走，过去石门，到左手触发对话。</p><p>3.去双鼠boss战位置，解锁石门，往下走，看到桥往右去，触发对话。</p><p>4.回到标记点，触发对话。即可解锁。</p>,Translation Pending,Yellow Wind Sage,-1.3607514011088142,0.6963716305426715,3286,0,49
821684,隐·斯哈里国-沙门界,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p>,Translation Pending,Yellow Wind Sage,-0.14836614860340092,0.8859468367946874,3286,0,49
821598,卧虎寺塑像底,Translation Pending,Meditation Spot,<p>[地点描述]:大门楼梯走上来第三层左边<br></p>,Translation Pending,Yellow Wind Sage,-0.4707244283405885,0.9372124761396918,3287,1,49
821631,黄风阵佛窟前,Translation Pending,Meditation Spot,<p>[地点描述]:<br></p>,Translation Pending,Yellow Wind Sage,-0.49392876996864743,0.8547560262557568,3287,1,49
821643,枕石平枯松下打坐点,Translation Pending,Meditation Spot,"<p style=""text-shadow: rgb(177, 177, 181) 0px 0px 0px !important;"">猪妖左手边悬崖处<br></p>",Translation Pending,Yellow Wind Sage,-0.18900904412370778,0.829815919311315,3287,1,49
821646,碎石台谷壑处打坐处,Translation Pending,Meditation Spot,<p>[地点描述]:沿着图片位置直走。<br></p>,Translation Pending,Yellow Wind Sage,-0.27718581868589354,0.7680769136844958,3287,1,49
821661,沙门村佛亭前,Translation Pending,Meditation Spot,浪里个波位置，前面崖上。,Translation Pending,Yellow Wind Sage,-0.947593266510097,0.5400009507196302,3287,1,49
821675,沙门界石岩上,Translation Pending,Meditation Spot,<p>打完老虎左边沿边界走<br></p><p>从黄金箱子的位置看过去</p>,Translation Pending,Yellow Wind Sage,-0.1700901767264611,0.90949842814112,3287,1,49
821522,碎金片,Translation Pending,Chest,<p>[奖励物品]:碎金片*3，蝉丝*3<br></p>,Translation Pending,Yellow Wind Sage,-0.19773879521886784,0.9021820241394352,3288,2,49
821524,宝箱,Translation Pending,Chest,<p>打碎木栅栏后，正前方就是棺材宝箱</p><p>进去后小心左边屋檐下有一个吐痰怪，房子里有干尸</p><p>[奖励物品]:</p><p>妖核x3&nbsp;<br></p><p>或 蚕丝×3</p>,Translation Pending,Yellow Wind Sage,-0.31205929472369576,0.9275833407719034,3288,2,49
821526,碎金片,Translation Pending,Chest,<p>[奖励物品]:<br></p><p>碎金片x3</p><p>妖核x2</p>,Translation Pending,Yellow Wind Sage,-0.23720425689819535,0.8477079681019859,3288,2,49
821544,宝箱,Translation Pending,Chest,<p>[奖励物品]:一个小金片，三个碎金片<br></p>,Translation Pending,Yellow Wind Sage,-0.2711859757774562,0.6054498528560828,3288,2,49
